L0006.SH.GE.Epi.ITS1.3	L0006.SH.GE.Epi.ITS1.4	L0006.SH.PU.Endo.ITS1.4	L0006.SH.SD.Soil.ITS1.1	L0006.SH.CAS8.Root.ITS1.3	L0006.SH.GE.Soil.ITS1.2	L0006.SH.GE.Epi.ITS1.2	L0006.SH.PU.Endo.ITS1.3	L0006.SH.PU.Endo.ITS1.2	L0006.SH.PU.Epi.ITS1.4	L0006.SH.GE.Soil.ITS1.1	L0006.SH.SD.Endo.ITS1.3	L0006.SH.PU.Soil.ITS1.3	L0006.SH.SD.Soil.ITS1.3	L0006.SH.CAS9.Soil.ITS1.3	L0006.SH.GE.Endo.ITS1.3	L0006.SH.SD.Endo.ITS1.4	L0006.SH.CAS8.Soil.ITS1.1	L0006.SH.SD.Epi.ITS1.2	L0006.SH.SD.Endo.ITS1.1	L0006.SH.GE.Soil.ITS1.4	L0006.SH.CAS9.Soil.ITS1.1	L0006.SH.SD.Soil.ITS1.4	L0006.SH.GE.Endo.ITS1.4	L0006.SH.SD.Soil.ITS1.2	L0006.SH.GE.Endo.ITS1.1	L0006.SH.SD.Epi.ITS1.4	L0006.SH.PU.Endo.ITS1.1	L0006.SH.CAS9.Root.ITS1.2	L0006.SH.SD.Epi.ITS1.3	L0006.SH.CAS9.Soil.ITS1.2	L0006.SH.GE.Soil.ITS1.3	L0006.SH.PU.Soil.ITS1.4	L0006.SH.CAS8.Soil.ITS1.3	L0006.SH.PU.Epi.ITS1.3	L0006.SH.CAS9.Root.ITS1.1	L0006.SH.PU.Soil.ITS1.1	L0006.SH.GE.Endo.ITS1.2	L0006.SH.PU.Epi.ITS1.1	L0006.SH.SD.Epi.ITS1.1	L0006.SH.PU.Soil.ITS1.2	L0006.SH.SD.Endo.ITS1.2	L0006.SH.CAS8.Soil.ITS1.2	L0006.SH.CAS9.Root.ITS1.3	L0006.SH.PU.Epi.ITS1.2	L0006.SH.GE.Epi.ITS1.1	L0006.SH.CAS8.Root.ITS1.2	L0006.SH.CAS8.Root.ITS1.1
OTU_743	0	0	0	0	0	0	0	0	8	3	0	0	36	1	130	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	32	6	27	0	2	0	17	0	0	0	79	0	0	0	14	0	0	0
OTU_5973	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	224	0	0	0	0	0	265	0	1	0	2	7	0	0	0	0	1	0	0	0	4	0	14	1	0	0	0	0	0	0	0	0
OTU_645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	13	0	0	0	0	0	0	0	0	0
OTU_615	0	0	25	2	0	7	0	0	0	5	13	0	11	2	0	0	0	7	0	0	12	0	0	0	1	0	0	0	0	0	9	2	6	0	0	0	3	0	0	0	157	0	0	0	47	0	0	0
OTU_2165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_682	0	6	0	27	22	2	20	0	0	0	2	0	0	5	0	0	104	0	1	25	11	0	18	0	11	0	11	0	0	0	0	0	0	9	0	0	2	157	0	22	0	1	5	0	0	4	0	0
OTU_421	0	0	0	18	0	13	0	0	0	0	584	0	32	3	12	0	0	0	0	2	0	28	0	0	9	0	0	0	0	7	0	0	28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_679	0	1	0	0	0	0	0	0	0	0	1	103	0	1	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	315	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_697	0	0	0	0	0	11	0	0	0	0	3	0	31	1	0	0	0	0	0	0	50	0	1	0	1	0	0	0	0	0	0	9	62	0	0	0	8	0	0	0	6	0	0	111	4	0	0	0
OTU_5670	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	25	0	0	10	0	26	0	22	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
OTU_243	0	0	0	0	0	18	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1136	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_362	3	22	0	0	0	37	45	0	0	0	53	0	0	3	52	3	0	7	0	0	355	59	1	5	1	0	0	0	0	0	36	24	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0
OTU_4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_457	0	0	0	26	0	0	0	0	0	0	0	10	0	8	0	0	0	0	1	70	0	0	459	0	51	0	19	0	0	12	0	0	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
OTU_427	0	0	0	0	0	0	0	0	0	73	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	69	0	2	0	4	0	6	0	0	0	0	0	0	0
OTU_538	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_415	0	4	0	70	0	28	0	0	0	0	0	6	0	119	0	0	1	0	21	3	145	0	13	0	155	0	1	0	0	15	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0
OTU_301	12	264	0	0	0	0	0	0	0	0	58	0	0	0	0	21	0	0	0	0	35	0	0	251	0	0	0	0	0	0	0	115	0	0	0	0	0	134	0	0	0	0	0	0	0	5	0	0
OTU_1101	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	13	0	0	0	0	0	0	0	0	0
OTU_1019	0	0	0	0	0	17	23	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_335	0	3	0	0	0	0	0	0	0	184	1	0	12	0	0	0	0	0	0	0	0	0	0	0	130	0	1	0	0	0	0	0	2	0	49	0	6	0	4	0	3	0	0	0	391	0	0	0
OTU_302	3	12	0	1	0	163	8	0	0	0	120	0	66	2	32	0	0	0	0	0	250	7	0	0	2	0	0	0	0	0	22	144	44	6	5	0	46	0	2	0	60	0	20	0	12	4	0	0
OTU_272	0	0	0	13	0	0	0	0	0	23	0	7	1	18	0	0	4	0	74	1	1	0	107	0	779	0	5	0	0	8	0	0	28	0	0	0	0	0	0	6	1	15	0	0	0	0	0	0
OTU_158	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2374	0	0	0	0	1	0	0	0	8	0	0	0	2	0	0	0
OTU_637	0	0	0	50	0	0	0	0	0	0	0	1	0	60	0	0	1	0	5	1	0	0	58	0	84	0	9	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
OTU_1420	0	27	0	0	0	43	7	0	0	4	1	0	0	1	0	0	0	0	0	0	27	0	0	8	0	0	0	0	0	0	0	9	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4340	0	0	197	0	0	0	0	0	12	100	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	71	0	0	0	0	20	0	0	0	17	0	69	0	4	0	0	0	42	0	0	0
OTU_405	4	0	0	7	0	0	0	0	0	3	119	0	19	1	0	0	2	49	0	2	2	0	0	0	0	0	0	0	0	0	0	2	5	111	1	0	15	0	0	4	8	0	144	0	2	0	0	131
OTU_1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0
OTU_853	0	0	0	1	0	0	0	0	0	0	0	0	1	0	13	0	0	6	0	0	0	1	0	0	0	0	0	0	14	0	8	0	0	12	0	8	1	0	0	0	10	0	14	84	0	0	0	0
OTU_497	0	0	0	32	0	42	0	0	0	0	37	3	11	5	111	0	0	0	6	11	68	25	12	0	32	0	0	0	0	0	57	34	1	14	3	0	12	0	0	1	10	17	127	0	0	0	0	0
OTU_633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0
OTU_2589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_516	22	84	0	0	0	0	277	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	0	0
OTU_877	0	104	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_869	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
OTU_620	0	10	0	0	0	39	8	0	0	4	87	0	2	0	48	0	0	0	0	0	177	11	8	0	1	0	0	0	0	0	28	26	23	0	0	0	4	0	0	0	6	0	0	0	0	24	0	0
OTU_468	8	18	0	27	0	22	0	0	0	3	26	0	7	13	47	0	5	16	0	8	47	88	16	0	27	0	2	0	0	3	16	22	16	19	12	0	18	6	6	2	8	2	0	0	0	0	0	0
OTU_5017	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_388	278	95	0	0	0	2	47	0	0	13	3	0	1	0	0	0	0	0	0	0	6	0	0	7	0	0	0	0	0	0	0	0	7	0	2	0	2	3	0	0	2	0	0	0	66	205	0	0
OTU_5969	0	0	0	5	0	0	0	0	0	0	0	33	0	3	0	0	76	0	3	19	0	0	13	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	9	0	158	0	0	0	0	0	0
OTU_684	1	2	0	0	0	0	1	4	0	0	0	0	12	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	85	0	10	0	0	0	56	0	17	0	12	0	0	0
OTU_635	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	99	0	0	0	0	0	192	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	169	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_442	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_529	0	0	0	18	0	0	0	0	0	0	0	19	0	1	0	0	161	16	8	148	0	0	10	0	12	7	20	0	0	14	0	0	0	0	0	0	0	0	0	20	0	15	0	0	0	0	0	0
OTU_393	0	0	0	74	0	0	0	0	0	0	0	52	0	128	0	0	9	0	3	20	0	0	87	0	206	0	8	0	0	10	0	0	0	0	0	0	0	0	0	8	0	16	0	1	0	2	0	0
OTU_454	0	0	0	0	0	4	2	0	0	0	10	0	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	463	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
OTU_1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0
OTU_1655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0
OTU_330	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	844	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
OTU_1124	0	0	0	0	0	0	0	0	0	0	0	0	3	0	32	0	0	72	0	0	0	29	0	0	0	0	0	0	0	0	50	5	1	0	0	0	2	0	0	0	1	0	7	0	0	0	0	0
OTU_829	0	0	0	7	0	10	0	0	0	4	9	0	0	3	0	0	4	0	2	1	2	0	113	0	15	0	10	0	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
OTU_455	11	2	0	0	0	30	10	0	0	0	307	0	6	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	227	85	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0
OTU_283	0	0	2	22	0	0	0	2	0	0	7	0	522	13	0	0	214	0	0	31	3	63	19	0	96	0	0	0	0	1	0	0	23	0	5	0	3	0	0	5	13	1	0	0	0	0	0	0
OTU_819	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2550	11	1	0	0	0	44	0	0	0	0	100	0	9	0	30	0	0	0	0	0	334	64	0	0	0	0	0	0	0	0	0	108	5	39	0	0	3	0	0	0	16	0	23	0	22	0	0	0
OTU_469	0	0	0	244	0	0	0	0	0	8	0	0	0	37	0	0	2	0	9	4	0	0	50	0	81	0	4	0	0	6	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0
OTU_1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0
OTU_749	0	100	0	0	0	26	0	0	0	0	29	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
OTU_1082	0	0	0	112	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0
OTU_639	0	0	0	24	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
OTU_1116	3	1	0	9	0	4	4	0	0	0	0	0	5	12	0	0	0	0	0	0	0	0	4	0	3	0	142	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_596	9	0	0	0	0	17	13	0	0	0	21	0	0	1	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_872	1	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	53	0	0	0	148	0	0	0	0	0	0	0	0	0	0	6	122	0	0	5	0	5	0	1	0	62	0	0	0	0	0
OTU_422	60	0	0	0	0	133	1	0	0	0	137	0	1	0	0	10	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1691	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_515	0	5	0	0	0	2	0	0	0	0	8	0	0	0	119	0	0	0	0	0	4	51	0	5	0	14	0	0	38	0	112	13	0	0	0	0	0	0	0	38	0	0	1	0	0	0	0	0
OTU_2144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
OTU_593	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	129	0	2	0	0	0	16	0	0	0
OTU_500	0	5	0	0	0	10	0	0	0	5	7	0	74	1	89	0	0	20	0	0	20	7	0	0	1	0	0	0	0	6	10	28	32	15	3	0	49	0	7	1	28	0	29	0	1	0	0	0
OTU_498	0	0	261	0	0	0	0	2	0	36	0	0	6	0	0	0	1	0	0	41	0	0	59	0	0	0	1	1	0	0	0	0	187	0	1	0	1	1	0	11	1	0	0	0	0	0	0	0
OTU_671	0	0	0	3	0	0	0	0	0	0	0	15	0	93	0	0	1	0	7	0	0	0	55	0	102	0	6	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_556	0	0	0	0	0	34	8	0	0	216	14	0	10	1	0	0	0	0	0	0	64	0	2	2	0	0	0	0	0	1	0	43	60	0	0	0	13	1	0	0	3	0	0	0	0	0	0	0
OTU_653	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	11	0	8	0	44	0	21	0	1	0	0	0	0	0	0	0
OTU_696	0	0	0	0	0	1	0	1	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5915	0	1	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_6319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_765	0	3	0	0	0	156	1	0	0	0	45	0	0	0	0	0	0	0	0	0	48	0	1	0	2	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_562	0	1	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	80	0	0	2	0	0	0	0	0	485	0	0	20	0	0	0	0	0	0	0	0	113	0	0	0	0	0
OTU_418	0	3	0	22	0	2	0	0	80	0	1	16	16	110	0	15	0	0	145	6	0	0	10	0	70	0	1	0	0	7	0	0	0	0	0	0	5	0	0	35	11	10	0	0	59	0	0	0
OTU_755	0	0	0	0	0	0	0	0	0	124	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	44	0	7	0	19	0	1	0	7	0	0	0	7	0	0	0
OTU_623	0	4	0	0	0	0	0	0	144	4	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	98	0	0	0
OTU_445	0	7	0	0	0	0	0	0	0	0	337	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	2	0	0	0	13	0	0	0	34	0	0	0
OTU_715	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_783	0	0	0	54	0	0	0	0	0	0	3	0	0	10	0	0	0	0	9	7	0	0	8	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0
OTU_2312	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1318	2	0	0	0	0	2	10	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU_1169	0	0	0	0	0	3	0	0	0	0	0	0	10	0	0	0	0	51	0	0	0	12	0	0	0	0	0	0	0	0	6	2	5	0	0	0	0	0	0	0	3	0	22	0	0	0	0	0
OTU_1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_474	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	606	0	0	0	0	0	0	0	0	0	0	0
OTU_247	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	1220	0	0	0	0	0	0	0	0	32	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_708	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_435	27	5	0	0	0	131	15	0	0	1	8	0	6	0	40	0	0	0	0	0	40	89	0	0	1	0	0	0	0	0	33	50	36	0	0	0	7	1	0	0	4	0	16	0	0	1	0	0
OTU_1089	15	0	0	0	0	9	0	0	0	0	2	0	4	2	19	0	0	15	0	0	28	26	0	0	0	0	0	0	0	0	5	46	2	45	0	0	3	0	0	0	4	0	46	0	0	0	0	0
OTU_784	12	0	0	0	0	154	15	0	0	0	7	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU_4611	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_470	0	0	0	44	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	2	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU_1161	0	0	0	0	0	2	0	0	0	3	1	0	5	0	178	0	0	0	0	0	1	128	0	0	0	0	1	0	0	0	109	0	53	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_495	0	0	0	15	0	2	3	0	0	0	5	6	4	76	31	0	9	0	15	0	55	5	10	0	90	0	6	0	0	38	0	58	5	55	0	0	7	0	0	4	3	0	4	0	0	0	0	0
OTU_1128	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0
OTU_3860	0	5	2	18	0	2	0	0	0	0	5	100	3	14	6	0	0	0	6	4	44	0	1	2	15	0	0	1	0	10	0	9	1	0	2	0	0	0	1	9	0	18	0	0	0	0	0	0
OTU_937	3	0	0	2	0	1	0	0	0	0	135	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_546	0	0	0	78	0	0	0	0	0	0	0	11	0	109	0	0	6	0	6	12	0	0	67	0	97	0	16	0	0	5	0	0	1	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0
OTU_5408	0	0	0	121	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0	6	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
OTU_700	0	0	0	0	0	0	0	0	0	0	4	0	183	31	26	0	0	0	0	0	0	10	0	0	33	0	0	0	0	0	0	3	4	0	2	0	0	0	0	0	7	0	21	0	0	0	0	0
OTU_746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	1	62	0	0	1	47	1	0	2	0	0	0	0	1	31	2	0	21	0	0	0	0	0	0	0	0	21	0	0	0	0	0
OTU_1831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_541	0	0	4	0	0	0	0	0	192	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	118	0	2	0	0	0	1	0	0	0
OTU_281	0	0	3	84	0	8	0	0	4	0	7	31	21	82	96	17	39	4	8	11	5	50	54	52	295	0	13	12	0	0	38	7	7	0	0	25	8	0	0	8	7	6	28	7	0	0	0	0
OTU_1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_591	0	1	0	0	0	5	10	0	1	0	40	0	0	2	0	12	0	0	0	108	2	0	0	0	0	8	0	0	0	0	0	87	0	0	0	0	0	188	0	0	0	0	0	0	2	0	0	0
OTU_670	0	0	0	32	0	0	0	0	0	0	0	0	0	1	0	0	0	0	60	1	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
OTU_1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_798	0	0	0	0	0	6	0	0	0	0	2	0	0	0	127	0	0	0	0	0	7	25	0	0	0	0	0	0	0	0	15	5	1	0	0	0	2	0	0	0	1	0	19	0	0	0	0	0
OTU_2068	0	0	0	0	21	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
OTU_801	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0
OTU_861	0	0	3	0	65	1	0	14	0	1	0	0	0	0	11	1	4	37	0	1	0	0	0	36	0	25	1	1	4	0	11	5	1	0	1	0	0	10	0	1	0	2	0	0	0	9	14	0
OTU_1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1493	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	46	0	0	0	0	0
OTU_710	0	1	0	0	0	6	6	10	0	0	2	0	14	0	0	5	0	5	0	0	8	0	0	3	0	0	0	0	0	0	7	3	80	4	0	0	2	102	0	0	2	0	0	0	0	0	0	0
OTU_1200	4	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
OTU_366	0	0	0	0	0	0	0	0	0	5	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	15	0	1	0	0	0	567	0	0	0	56	0	0	0
OTU_1057	0	0	2	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
OTU_2672	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2
