L0006.SH.GE.Epi.ITS1.3	L0006.SH.GE.Epi.ITS1.4	L0006.SH.PU.Endo.ITS1.4	L0006.SH.SD.Soil.ITS1.1	L0006.SH.CAS8.Root.ITS1.3	L0006.SH.GE.Soil.ITS1.2	L0006.SH.GE.Epi.ITS1.2	L0006.SH.PU.Endo.ITS1.3	L0006.SH.PU.Endo.ITS1.2	L0006.SH.PU.Epi.ITS1.4	L0006.SH.GE.Soil.ITS1.1	L0006.SH.SD.Endo.ITS1.3	L0006.SH.PU.Soil.ITS1.3	L0006.SH.SD.Soil.ITS1.3	L0006.SH.CAS9.Soil.ITS1.3	L0006.SH.GE.Endo.ITS1.3	L0006.SH.SD.Endo.ITS1.4	L0006.SH.CAS8.Soil.ITS1.1	L0006.SH.SD.Epi.ITS1.2	L0006.SH.SD.Endo.ITS1.1	L0006.SH.GE.Soil.ITS1.4	L0006.SH.CAS9.Soil.ITS1.1	L0006.SH.SD.Soil.ITS1.4	L0006.SH.GE.Endo.ITS1.4	L0006.SH.SD.Soil.ITS1.2	L0006.SH.GE.Endo.ITS1.1	L0006.SH.SD.Epi.ITS1.4	L0006.SH.PU.Endo.ITS1.1	L0006.SH.CAS9.Root.ITS1.2	L0006.SH.SD.Epi.ITS1.3	L0006.SH.CAS9.Soil.ITS1.2	L0006.SH.GE.Soil.ITS1.3	L0006.SH.PU.Soil.ITS1.4	L0006.SH.CAS8.Soil.ITS1.3	L0006.SH.PU.Epi.ITS1.3	L0006.SH.CAS9.Root.ITS1.1	L0006.SH.PU.Soil.ITS1.1	L0006.SH.GE.Endo.ITS1.2	L0006.SH.PU.Epi.ITS1.1	L0006.SH.SD.Epi.ITS1.1	L0006.SH.PU.Soil.ITS1.2	L0006.SH.SD.Endo.ITS1.2	L0006.SH.CAS8.Soil.ITS1.2	L0006.SH.CAS9.Root.ITS1.3	L0006.SH.PU.Epi.ITS1.2	L0006.SH.GE.Epi.ITS1.1	L0006.SH.CAS8.Root.ITS1.2	L0006.SH.CAS8.Root.ITS1.1
OTU_413	0	0	0	4	0	0	0	0	0	0	0	559	0	6	0	0	2	0	4	0	0	0	0	0	27	0	5	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_728	3	26	10	2	0	5	34	0	3	3	5	0	7	1	12	11	0	0	1	0	11	3	3	112	0	0	2	11	0	0	1	4	5	0	1	0	5	25	2	1	5	0	0	0	0	4	0	0
OTU_969	0	7	0	2	0	20	0	0	0	0	13	0	0	0	0	0	0	0	0	0	157	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	35	0	2	4	0	0	0	0	0	0	0	0
OTU_480	0	0	0	97	0	0	0	0	0	0	0	11	0	106	0	0	6	0	7	11	0	0	73	0	93	0	8	0	0	8	0	0	0	0	0	0	0	0	0	14	0	10	0	0	0	0	0	0
OTU_463	15	15	0	0	0	36	0	0	0	0	28	0	39	0	156	0	0	0	0	0	31	105	0	0	0	0	0	0	0	1	43	21	33	10	8	0	16	0	0	0	18	0	67	0	0	4	0	0
OTU_884	0	0	0	4	0	0	0	0	0	23	0	0	0	21	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
OTU_762	0	0	0	25	0	1	0	0	0	0	8	0	33	0	0	0	5	0	0	0	4	7	4	0	3	0	1	0	0	0	0	1	3	0	21	0	19	0	3	0	110	0	0	0	0	0	0	0
OTU_17	0	0	4	0	0	0	0	13	6	0	0	0	0	0	1	0	0	0	3	409	1	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	2	36240	1	0	0	0	0	3	0	0	0
OTU_958	0	0	0	3	0	4	0	0	0	0	3	0	1	2	112	0	2	0	0	0	6	39	14	0	0	0	2	1	0	0	43	2	24	0	0	0	14	0	0	0	5	0	0	0	2	0	0	0
OTU_328	2	9	0	0	7	1	3	11	0	2	0	0	8	0	3	0	0	5	0	0	1	0	0	0	0	0	0	0	182	1	4	7	1	6	38	378	2	0	8	0	2	0	36	200	0	5	14	0
OTU_1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	3	0	0	0	0	0	0	0	0	0
OTU_916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_809	5	5	46	0	0	0	6	18	1	12	6	6	0	0	0	92	11	0	0	18	2	1	2	19	1	32	2	0	0	0	0	2	1	0	0	0	0	16	0	5	1	4	0	0	0	0	0	0
OTU_11	1708	565	436	494	0	73	454	19	11	620	138	2758	166	750	3	142	265	0	10536	702	61	0	233	173	3343	417	1511	6	0	4015	2	71	267	0	162	0	96	33	5	17607	1546	3425	1	0	2767	3151	0	0
OTU_836	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	192	0	0	0	0	0	0	0
OTU_618	0	0	0	0	0	1	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	1	0	0	0	212	0	0	0	0	3	0	0	27	5	0	0	0
OTU_675	0	0	0	0	0	0	5	0	0	0	0	0	0	0	235	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	15	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_847	0	0	0	0	0	26	0	0	0	0	9	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_646	0	1	0	48	0	9	0	0	0	0	2	2	3	50	8	0	17	0	2	4	8	5	53	0	45	0	1	0	0	4	3	0	18	0	0	0	2	0	0	4	6	3	0	0	0	0	0	0
OTU_5337	14	91	0	0	0	5	94	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0
OTU_707	0	0	0	0	0	0	0	0	0	0	11	0	0	0	144	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	29	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_357	0	0	0	7	0	0	0	0	0	0	0	0	0	0	709	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1040	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_695	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1009	0	0	0	6	0	2	0	0	0	0	1	0	2	6	36	0	0	41	0	2	3	39	14	0	2	0	0	0	0	0	20	6	2	3	0	0	4	0	0	0	3	0	0	0	0	0	0	0
OTU_1244	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	0	0
OTU_724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	11	0	0	0	102	0	0	0	0	0	0	0	0	38	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_490	0	0	0	0	37	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	20	0
OTU_769	0	2	0	0	0	5	0	0	0	0	8	0	3	0	58	0	1	39	0	0	32	24	4	0	0	0	0	0	0	0	9	28	6	0	5	0	6	0	0	0	2	0	8	0	0	0	0	0
OTU_527	0	0	0	16	0	0	0	0	0	0	0	2	0	47	0	0	0	0	5	25	0	0	177	0	87	0	22	0	0	7	0	0	0	0	0	0	0	0	0	10	0	4	0	0	1	0	0	0
OTU_990	0	12	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	134	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU_572	0	2	31	0	0	0	5	11	5	0	1	2	0	0	0	33	0	0	0	0	0	0	0	71	0	31	0	1	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	1	0	0
OTU_392	12	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	25	0	8	0	0	0	678	0	0	0	46	7	0	0
OTU_56	0	0	0	0	0	0	1	0	0	0	8	0	0	0	1	0	0	1	0	0	1	4	0	0	0	0	1	0	0	0	12011	5	56	10065	0	1	8	0	0	0	1	0	1	0	0	0	0	0
OTU_4	2070	2011	81	4927	0	1175	569	85	329	294	16515	1402	2451	2780	25	165	3401	40	4795	13344	3531	70	2664	122	3912	1	1634	3	2	3181	93	10419	832	127	3780	15	1786	4	135	5222	2354	585	105	0	3080	488	0	0
OTU_838	0	10	0	0	0	19	0	0	0	0	3	0	17	0	0	0	0	0	0	0	23	0	1	0	0	0	0	0	0	0	101	18	12	45	0	0	7	0	0	0	2	0	0	0	0	0	0	0
OTU_4469	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	12	0	0	0	0	0	0	0	0	38	0	0	0	1	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0
OTU_1105	0	0	0	1	0	9	0	0	0	0	2	3	0	1	3	68	0	0	0	0	10	0	1	0	0	0	0	0	0	0	4	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_857	0	15	52	0	0	3	5	8	0	3	0	0	0	0	5	0	0	0	0	0	3	0	0	6	2	1	0	67	25	0	2	2	2	0	1	1	3	0	8	0	0	0	0	0	0	2	0	0
OTU_831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	74	0	0	0	1	0	0	108	0	0	0	0	0	1	1	9	0	0	0	0
OTU_827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	146	0	0	0	0	0	0	7	11	0	0	0	0
OTU_105	8	31	37	1142	0	204	72	0	64	166	269	55	241	322	0	11	685	3	23	170	171	0	909	0	838	0	306	1	0	98	35	237	229	53	28	0	189	0	21	139	54	23	0	0	12	8	0	0
OTU_5214	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0
OTU_1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1680	0	0	0	2	0	5	0	0	0	0	2	0	2	6	0	70	0	0	0	1	2	0	13	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
OTU_3	1094	921	1062	2652	0	172	355	1277	22574	12018	50	6268	7589	2550	3	85	4863	1	4000	11343	462	1	1836	16	1914	1	9907	1	0	13486	2	73	1437	1	814	2	270	10	165	3200	5522	2071	1	1	2533	43	11	1
OTU_895	0	0	0	0	0	1	0	0	0	0	9	0	3	0	92	0	0	15	0	0	13	19	1	0	1	0	0	0	0	0	16	3	0	0	0	0	0	0	0	0	1	0	23	0	0	2	0	0
OTU_1591	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	2	0	2	0	0	0	0	0
OTU_182	0	0	3	0	0	5	3	4	0	152	0	0	3050	0	88	0	0	0	0	0	14	0	0	0	1	0	0	9	0	0	0	22	1438	0	107	0	368	0	6	0	104	0	0	0	2	0	0	0
OTU_814	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	0	0	0	9	0	6	0	177	0	0	0	0	0	0	0
OTU_75	17	91	318	46	476	70	29	0	23	31	101	166	17	58	77	461	79	50	2	45	78	47	25	1281	47	1015	22	175	55	22	11	145	40	111	0	362	46	1422	6	6	20	316	200	20	3	46	514	138
OTU_1649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	27	0	0	0	0	0	0	0	0	16	0	0	11	0	0	0	0	0	0	0	0	52	0	0	0	0	0
OTU_411	8	0	0	0	0	70	267	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0
OTU_1322	0	0	0	0	43	0	0	0	0	0	0	0	1	0	6	2	0	0	0	0	0	0	2	39	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	0
OTU_16	0	275	79	1	1665	89	0	1	0	421	624	0	2121	0	6539	1	0	1471	0	1	777	3535	3	0	0	0	0	2	630	0	3123	2040	1194	3809	796	2919	933	0	62	0	1669	1	2468	402	76	0	0	0
OTU_8	116	1	0	9	23172	10	1	2	3	415	23	24	44	16	2	287	27	1	13	79	1	1	20	1	18	174	6	1	8257	6	78	32	6	653	356	45544	84	1	485	10	57	135	1	54140	170	11	3554	36
OTU_2599	3	3	118	14	75	21	43	17	0	56	7	17	4	16	123	345	6	0	6	63	32	79	3	0	21	0	7	42	338	2	101	76	3	29	3	319	3	532	1	7	6	32	83	875	0	0	149	101
OTU_1035	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	3	0	81	0	1	0	0	0	0	0	0	0
OTU_53	168	150	0	402	0	585	92	0	0	18	2030	0	914	120	2393	0	10	567	24	121	1975	1728	288	0	852	0	66	0	0	10	1613	918	672	1115	92	1	704	0	8	61	314	9	810	0	12	15	0	32
OTU_61	44	318	492	209	329	105	218	101	16	217	213	641	145	145	219	571	574	65	78	335	306	164	160	1605	236	74	90	111	891	56	167	329	36	87	45	1369	90	856	44	175	30	1079	196	1430	45	23	1374	1072
OTU_377	0	7	0	90	0	8	0	0	0	3	20	0	13	34	66	0	1	0	10	3	16	38	52	0	121	0	4	0	0	0	39	17	19	37	1	0	31	0	0	11	23	0	16	1	16	0	0	0
OTU_194	0	6	5	0	0	46	0	2	0	22	5	0	297	0	122	0	0	22	0	0	139	104	0	0	0	0	0	0	0	0	101	495	637	14	3	0	46	0	0	0	94	0	18	0	1	9	0	0
OTU_1296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	3	0	0	0	0	29	0	0	0	0	0	0	0	8	0	0	0	0
OTU_119	77	18	0	633	0	5	0	0	0	16	9	14	294	90	117	23	153	75	102	207	11	46	554	1	1548	0	77	2	0	10	21	6	100	125	78	0	109	0	20	85	59	186	83	0	18	0	0	0
OTU_10	1158	154	6326	1076	31	369	4241	16543	7899	1400	661	5928	2892	1643	129	101	4201	21	4163	2594	618	35	783	147	2076	18	355	625	0	6745	34	405	527	50	2589	12	731	458	992	6230	2080	4372	356	1	2496	233	1	0
OTU_35	3191	1277	81	69	0	70	605	23	5	145	65	139	378	157	1	569	40	0	674	23	70	0	106	379	256	170	259	0	0	489	1	67	235	0	472	0	111	45	31	650	1020	234	18	0	2364	3507	0	0
OTU_77	19	250	0	1279	0	103	20	0	0	1	123	250	39	403	0	0	508	0	90	502	363	0	1179	0	1604	0	167	17	0	31	190	52	14	0	0	0	176	0	0	250	353	709	0	0	22	0	0	0
OTU_23	52	2465	3	239	0	963	9	0	0	4	2078	2	268	564	4971	0	17	653	87	31	3293	3876	612	0	855	0	26	1	55	75	1696	3653	263	988	0	262	199	0	0	100	139	0	2653	0	2	3	0	0
OTU_122	1268	421	69	582	0	36	225	0	12	34	95	437	160	318	0	126	144	0	1313	815	38	0	264	66	1724	163	421	0	0	839	0	34	68	0	54	0	96	0	0	3422	387	591	1	0	897	4574	0	0
OTU_24	450	0	1	0	0	399	581	1	0	1	0	1	1	2	0	13236	0	0	0	0	3	0	2	0	2	0	4	0	0	0	0	28	1	0	1	0	5	15381	0	0	0	3	1	0	0	0	0	0
OTU_808	0	0	0	0	0	0	110	0	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_96	0	0	0	162	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6432	0	0	0	0	0	0
OTU_603	0	4	0	0	0	70	0	0	0	0	45	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1366	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	0	1	10	2	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0
OTU_1168	0	0	0	114	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	1	0	0	37	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
OTU_19	136	199	1015	2588	148	2575	394	378	357	281	3178	327	1061	689	892	2564	1170	284	198	1034	3661	800	1397	3207	2747	1968	475	880	254	295	1213	2900	2365	272	141	450	741	807	38	481	579	1889	379	366	60	74	136	479
OTU_33	276	1172	21	13	0	2077	440	0	0	21	4956	80	120	11	1	184	281	9	3	3	2744	44	44	135	15	0	8	1	0	8	34	5794	348	14	17	0	36	53	5	76	45	8	12	0	19	3	0	0
OTU_46	1	1	8	0	0	0	1	0	3	51	0	0	17136	1	0	0	0	1	0	1	2	0	0	1	2	1	0	1	0	0	0	2	333	0	1352	0	488	0	54	0	3701	0	1	0	158	3	0	0
OTU_601	0	0	0	0	0	0	0	0	0	0	0	0	0	1	234	0	0	0	3	0	0	41	1	0	2	0	0	0	0	0	6	1	22	0	0	0	1	0	0	0	1	0	13	0	0	0	0	0
OTU_1596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
OTU_86	0	0	2498	0	0	0	0	0	136	1110	2	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1112	0	0	0	0	109	0	0	0	174	1	610	83	21	1	0	0	403	0	0	0
OTU_4487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804	0	0	0	0	0	0
OTU_106	0	0	0	0	486	0	2	0	0	1	0	0	0	2	0	0	0	10	0	0	7	0	1	0	1	0	0	0	106	0	0	7	0	0	0	3929	0	0	0	0	0	1	0	0	1	0	316	296
OTU_39	0	5	0	0	0	5	11	0	0	0	55	0	25	0	2844	1	1	18	0	0	34	8824	1	0	0	0	0	1	275	0	1640	0	355	1	0	102	15	0	1	1	38	0	577	59	0	0	0	0
OTU_1352	0	0	0	0	15	1	0	0	0	0	1	7	0	1	0	16	6	0	0	8	0	0	1	0	1	4	0	0	319	1	0	2	0	108	27	5587	0	0	0	1	10	14	0	2703	517	1	1	0
OTU_102	0	0	45	74	0	0	0	5	2	848	0	66	1292	151	0	0	6	0	130	613	0	0	21	0	129	0	290	0	0	253	0	2	1042	0	294	0	267	0	25	189	90	7	0	0	583	0	0	0
OTU_2021	8	23	0	162	0	26	0	0	0	5	157	0	82	51	225	0	1	66	11	69	111	139	155	0	232	0	47	0	0	2	159	96	207	122	14	0	118	0	0	39	42	7	98	1	0	0	0	0
OTU_34	95	230	37	12	0	579	144	105	1495	264	3604	0	2244	6	32	17	4	6	0	1	644	41	12	29	10	0	2	285	0	4	27	3433	796	9	251	0	2967	0	256	1	1175	0	35	0	690	99	0	0
OTU_29	0	4	0	58	0	5	7	0	0	1	0	50	1	35	0	0	8	0	6854	47	0	0	9	0	837	0	21	0	0	16	0	0	0	0	0	0	0	0	0	129	0	11935	0	0	0	0	0	0
OTU_397	1	10	0	0	0	405	56	0	0	0	184	0	0	0	0	0	0	0	0	0	90	0	0	11	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_48	0	0	0	2	0	14859	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_852	0	0	45	0	0	28	0	0	0	23	0	0	0	71	0	101	0	0	0	0	0	0	10	324	0	1	75	2	0	0	0	0	0	0	0	0	0	0	0	0	18	37	0	0	0	0	0	0
OTU_43	87	541	3	399	724	777	66	2	24	77	3019	0	226	74	316	0	136	284	40	89	3247	309	42	4	162	22	8	1	0	16	141	2356	304	604	35	82	410	0	3	86	54	153	701	76	9	13	0	9
OTU_55	752	78	29	2	0	47	205	5	6	24	110	2	35	45	0	72	1	0	76	0	9	0	4	62	14	372	8	0	0	68	0	49	6	1	40	0	20	4	22	0	650	40	0	0	527	10149	0	0
OTU_12	1478	513	911	488	1	351	363	11	132	2216	3699	2	2362	44	5460	135	73	2811	47	12	2319	4160	133	166	385	623	1	865	3076	6	2726	2356	1365	3477	907	4987	2438	1	1073	71	1601	91	3371	1627	271	59	28	272
OTU_112	220	284	25	7	1	209	440	24	0	123	249	0	925	13	262	21	0	35	2	4	412	109	41	0	91	0	0	1	1	0	222	534	109	75	1226	32	236	0	167	2	40	2	56	0	33	104	0	0
OTU_3218	160	123	8	110	0	12	57	5	2	8	5	116	42	51	0	0	39	0	1376	255	0	0	26	25	457	0	127	0	0	427	0	1	267	0	37	1	17	0	13	6625	313	348	0	0	755	362	0	0
OTU_91	10	143	32	47	0	744	53	40	64	12	1361	0	171	14	115	1	225	45	0	22	1507	112	68	0	42	0	10	0	0	4	743	545	87	236	1	0	105	0	0	11	80	0	136	0	13	9	0	0
OTU_90	0	21	0	543	0	114	8	0	0	9	150	1813	31	155	64	1	197	21	24	103	117	5	396	0	1020	0	38	0	1	29	18	141	342	0	17	0	71	0	1	73	74	148	30	0	0	0	0	0
OTU_41	5494	971	12	290	0	183	2180	0	6	55	142	2297	3	377	0	555	115	0	2299	205	64	0	256	324	564	163	1968	0	0	3827	0	88	5	0	8	0	3	22	10	3166	45	287	0	1	393	5846	0	0
OTU_6138	0	0	0	102	0	0	0	0	0	0	0	146	0	287	0	0	11	0	179	806	0	0	4	0	147	0	73	0	0	301	0	0	0	0	0	0	0	0	0	244	0	10	0	0	0	1	0	0
OTU_165	0	0	0	48	0	260	0	0	0	0	369	0	28	31	500	1	0	0	0	1	177	1394	53	0	23	0	0	1	0	0	0	8	0	0	0	0	0	0	1	0	40	0	0	0	0	0	0	0
OTU_279	17	0	9	0	0	2	13	401	370	31	5	0	106	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	1	0	5	90	0	25	0	62	0	0	0	70	0	0	0	134	0	0	0
OTU_1328	0	0	0	0	0	0	0	0	0	8	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	4	0	88	0	0	0	399	0	0	0	44	0	0	0
OTU_97	15	18	2138	15	0	35	0	20	475	429	29	409	15	38	0	118	31	0	11	142	188	0	19	247	52	57	2	398	37	26	4	24	147	0	0	14	50	0	50	29	20	818	0	64	48	0	0	25
OTU_311	92	16	4	8	0	3	13	0	1	5	6	29	5	5	0	22	3	0	76	0	8	0	3	3	13	21	22	0	0	6	0	1	2	0	5	0	2	0	0	22	239	26	0	0	37	415	0	0
OTU_36	2962	2224	11	632	0	370	1151	0	10	42	132	442	38	619	0	654	4	0	385	124	334	0	584	743	1630	58	77	7	0	3695	2	178	20	0	19	1	29	102	4	431	14	156	0	0	95	860	0	0
OTU_906	0	0	0	0	0	477	140	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_126	397	466	90	13	0	26	118	12	14	117	22	25	141	17	0	46	12	0	91	1	23	0	12	34	23	55	27	0	0	66	0	27	177	0	195	0	60	30	36	22	332	34	0	0	878	586	0	0
OTU_473	21	53	0	0	0	2	31	0	0	0	19	0	0	0	0	4	0	91	0	0	99	0	0	0	2	0	0	0	0	0	16	117	0	7	0	0	0	0	0	0	0	0	30	0	0	0	0	0
OTU_60	0	0	5	0	0	6	1	3	0	280	1	0	1495	0	145	0	1	1	0	0	38	0	1	0	0	0	0	15	0	0	0	70	2630	0	145	0	12229	0	49	0	187	0	0	0	2	0	0	0
OTU_319	11	0	0	408	0	0	0	0	0	0	0	9	0	195	0	0	23	0	16	249	0	0	125	0	174	0	54	0	0	51	0	0	0	0	0	0	0	0	0	62	0	3	0	0	0	0	0	0
OTU_365	0	0	0	0	0	1	0	0	0	0	13	0	1	0	44	0	0	0	0	0	20	756	0	0	0	0	0	0	0	0	97	8	7	18	1	0	3	0	0	0	1	0	0	0	0	0	0	0
OTU_94	693	2313	843	398	0	684	1536	505	2198	107	508	2982	162	289	155	813	755	73	183	2136	1544	224	161	2231	441	443	79	338	20	798	194	692	333	64	43	14	302	1219	45	710	3806	1096	50	1	380	225	24	1
OTU_69	357	357	64	134	0	9	65	5	16	151	13	430	210	155	0	62	82	1	1149	21	33	0	228	112	658	28	416	5	0	925	0	11	160	0	110	0	65	0	26	545	798	368	0	0	975	513	0	0
OTU_692	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_52	62	2045	0	455	0	406	171	0	43	1768	28	15	2986	47	169	8	30	49	47	84	653	94	81	133	299	0	19	1	0	16	134	202	852	37	1290	0	558	0	453	184	344	68	42	1	272	95	5	0
OTU_2031	70	23	6	24	0	13	10	0	0	8	0	48	12	9	0	112	6	0	71	19	4	0	9	33	39	17	18	0	0	41	0	4	6	0	0	0	4	0	0	147	49	35	2	0	32	149	0	0
OTU_2863	217	14	41	103	5	46	33	2632	1036	49	94	97	212	37	2	10	182	1	98	132	49	0	38	13	101	0	7	6	0	19	0	68	44	1	157	0	20	11	20	36	269	99	55	0	168	49	0	0
OTU_204	61	50	0	3	0	73	15	1	0	5	423	0	2190	52	0	0	0	0	4	0	353	0	15	0	81	0	1	0	0	1	0	559	47	0	25	0	94	0	19	0	48	0	0	0	0	0	0	0
OTU_1259	1096	932	64	666	138	191	421	8	16	81	259	61	792	457	13	213	198	16	517	204	268	4	427	204	866	0	551	0	0	646	0	163	483	146	655	0	644	17	76	322	2893	143	38	0	1657	648	0	0
